reference,city,latitude,longitude,nearest_destination_id,nearest_destination_name
AD - Andorra La Bella,Andorra La Bella,42.506761550903,1.5307675004005,50643,Andorra la Vella
AD - Andorra La Vella,Andorra La Vella,42.50872162691828,1.5287595793544286,50643,Andorra la Vella
AD - Arinsal,Arinsal,42.575615,1.48118,50643,Andorra la Vella
AD - El Pas de la Casa,El Pas de la Casa,42.542286,1.7341768,21795,Andorra
AD - Escaldes-Engordany,Escaldes-Engordany,42.50966121964533,1.537282652867633,50643,Andorra la Vella
AD - Grau Roig,Grau Roig,42.532760620117,1.7009799480438,21795,Andorra
AD - Les Escaldes,Les Escaldes,42.5108165,1.539905,50643,Andorra la Vella
AD - Ordino,Ordino,42.555835723877,1.5352989435196,50643,Andorra la Vella
AE - Abu Dhabi,Abu Dhabi,24.45941246110098,54.46062095361339,4474,Abu Dhabi
AE - Abu Dhabi - Abu Dhabi,Abu Dhabi,24.400076,54.482105,4474,Abu Dhabi
AE - Ajman,Ajman,25.406131125802,55.46186707714843,38683,Ajman
AE - Al Ain,Al Ain,24.20801,55.804787,25942,Al Ain
AE - Al Aqah,Al Aqah,25.492658615112,56.360172271729,4473,Fujairah
AE - Al Wathba,Al Wathba,24.468246,54.598606,4474,Abu Dhabi
AE - Bur Dubai,Bur Dubai,25.256477,55.298275,828,Dubai
AE - DUBAI - Dubai,Dubai,25.072326660156,55.136100769043,51421,Palm Jumeirah
AE - Dibba,Dibba,25.600818634033,56.3388671875,25313,Ras Al Khaimah
AE - Dubai,Dubai,25.19059079355313,55.26354699551591,828,Dubai
AE - Dubai - Jebel Ali,Jebel Ali,24.89667,55.16139,51421,Palm Jumeirah
AE - Fujairah,Fujairah,25.16459682938625,56.33812785813384,4473,Fujairah
AE - Parrot Cay,Parrot Cay,21.9360560685425,-72.054108833008,969,Providenciales
AE - Pine Cay,Pine Cay,21.873884,-72.09753,969,Providenciales
AE - Provicenciales,Provicenciales,21.791551589966,-72.191528320312,969,Providenciales
AE - Providenciales,Providenciales,21.789478944335155,-72.19819981500247,969,Providenciales
AE - Ras Al Khaimah,Ras Al Khaimah,25.733351139878177,55.860023247917646,25313,Ras Al Khaimah
AE - Sharjah,Sharjah,25.32433757647703,55.388725021972704,26417,Sharjah
AE - Sir Bani Yas Island,Sir Bani Yas Island,24.36684,52.598644,51315,Madinat Zayed
AE - The Walk,The Walk,25.077524,55.133488,51421,Palm Jumeirah
AE - United Arab Emirates - Dubai,Dubai,25.125355,55.11389,51421,Palm Jumeirah
AE - Warisan,Warisan,25.200305,55.430659,828,Dubai
AE - Whitby,Whitby,21.955156,-71.96162,963,Turks and Caicos
AE - Yas Island,Yas Island,24.464677810669,54.598850250244,4474,Abu Dhabi
AG - Antigua,Antigua,17.136667,-61.792778,22047,St John's
AG - Falmouth Harbour,Falmouth Harbour,17.014072543035454,-61.77218466907837,27,Antigua and Barbuda
AG - Saint John's,Saint John's,17.144347487312206,-61.853574845155016,22047,St John's
AI - Anguilla,Anguilla,18.19947447947369,-63.081689747368415,810,Anguilla
AI - Berat,Berat,40.70145,19.95694,51916,Berat County
AI - Rendezvous Bay,Rendezvous Bay,18.178933730679727,-63.113461459073,810,Anguilla
AI - The Valley,The Valley,18.201784,-63.089832,810,Anguilla
AI - West End Village,West End Village,18.18235569094407,-63.1365795872455,810,Anguilla
AL - Berat,Berat,40.70198533333333,19.954057,51916,Berat County
AL - Durrës,Durrës,41.311672,19.48189,23957,Tirana
AL - Sarandë,Sarandë,39.8696487182615,20.009778781311,50197,Saranda
AL - Tirana,Tirana,41.34056435786185,19.799146334959,23957,Tirana
AL - Vlorë,Vlorë,40.421871185303,19.488847732544,50368,Vlore
AM - Yerevan,Yerevan,40.16903768944336,44.47338191041984,22425,Yerevan
AN - Bonaire,Bonaire,12.131111,-68.26861,4309,Kralendijk
AN - Curacao,Curacao,12.2,-68.96667,725,Curacao
AN - St Maarten,St Maarten,18.040833,-63.10889,728,St Maarten
AO - Luanda,Luanda,-8.77904618,13.24193177,34194,Luanda
AR - AG,AG,17.010946273804,-61.770801544189,27,Antigua and Barbuda
AR - Ag,Ag,17.010946273804,-61.770801544189,27,Antigua and Barbuda
AR - Alta Gracia,Alta Gracia,-31.7008925,-64.4623225,22281,Córdoba
AR - Antigua,Antigua,17.10122534021739,-61.84134433956522,22047,St John's
AR - Bariloche,Bariloche,-41.13057085258345,-71.32834236749828,938,Bariloche
AR - Barnes Hill,Barnes Hill,17.15224,-61.788605,22047,St John's
AR - Bolans Village,Bolans Village,17.063684463501,-61.887363433838,50369,Five Islands Village
AR - Buenos Aires,Buenos Aires,-34.59875289972717,-58.39257838313793,901,Buenos Aires
AR - Cafayate,Cafayate,-26.058743,-65.970314,31320,Cafayate
AR - Capilla del Monte,Capilla del Monte,-30.860468,-64.52498,22281,Córdoba
AR - Carilo,Carilo,-37.165318,-56.89525,4515,Montevideo
AR - Catamarca,Catamarca,-28.46855,-65.781876,51388,La Rioja Province
AR - Chacras de Coria,Chacras de Coria,-32.99208288604725,-68.8866607904055,52093,Lujan de Cuyo
AR - Ciudad Evita,Ciudad Evita,-34.73349774641933,-58.520034860026,52102,Ezeiza
AR - Cordoba,Cordoba,-31.453114378482024,-64.22018691213376,22281,Córdoba
AR - Dina Huapi,Dina Huapi,-41.084819793701,-71.18440246582,938,Bariloche
AR - El Calafate,El Calafate,-50.33886834821509,-72.2660989393105,935,El Calafate
AR - El Chalten,El Chalten,-49.32827722494577,-72.8890074129601,23529,El Chaltén
AR - English Harbour,English Harbour,17.01172694741825,-61.76473863159175,27,Antigua and Barbuda
AR - Ezeiza,Ezeiza,-34.853764823913586,-58.50517872772242,52102,Ezeiza
AR - Five Islands,Five Islands,17.1070804577855,-61.901208878457,50369,Five Islands Village
AR - Freetown,Freetown,17.072697159276334,-61.69965313819362,27,Antigua and Barbuda
AR - Guaymallen,Guaymallen,-32.900482,-68.80024,51255,Mendoza Province
AR - Jardin America,Jardin America,-27.0122887,-55.19034773,971,Puerto Iguazu
AR - Johnson's Point,Johnson's Point,17.031462368988,-61.8902477004395,22046,Antigua
AR - Jolly Harbour,Jolly Harbour,17.063682874541207,-61.88736600172586,50369,Five Islands Village
AR - La Cumbre,La Cumbre,-30.954748,-64.49105,22281,Córdoba
AR - La Falda,La Falda,-31.091934,-64.4714,22281,Córdoba
AR - La Plata,La Plata,-34.911735146281,-57.950615898234,22385,Colonia del Sacramento
AR - La Punta,La Punta,-33.19627,-66.34281,50926,Maipu
AR - Los Molles,Los Molles,-35.147354,-70.07865,307,North Chile
AR - Lujan,Lujan,-33.037903,-68.93012,52093,Lujan de Cuyo
AR - Maipu,Maipu,-32.9763406237795,-68.7962340654295,50926,Maipu
AR - Malargüe,Malargüe,-35.14694,-70.07762,307,North Chile
AR - Mamora Bay,Mamora Bay,17.016717970255666,-61.73294022460933,27,Antigua and Barbuda
AR - Mar del Plata,Mar del Plata,-38.007400512695,-57.539228439331,36397,Mar del Plata
AR - Mendoza,Mendoza,-32.89352996800229,-68.84430695202175,931,Mendoza
AR - Merlo,Merlo,-32.347494480062004,-65.00320573404933,22281,Córdoba
AR - Mina Clavero,Mina Clavero,-31.731416,-65.010275,22281,Córdoba
AR - Monte Grande,Monte Grande,-34.808120727539,-58.470348358154,52102,Ezeiza
AR - Neuquen,Neuquen,-38.958725,-68.11415,21484,San Martin de los Andes
AR - Nono,Nono,-31.762543,-64.99691,22281,Córdoba
AR - Obera,Obera,-27.4857,-55.12299,971,Puerto Iguazu
AR - Pinamar,Pinamar,-37.1080368444825,-56.863694142456,4515,Montevideo
AR - Posadas,Posadas,-27.366989135742,-55.894420623779,971,Puerto Iguazu
AR - Potrerillos,Potrerillos,-32.9644,-69.20636,52093,Lujan de Cuyo
AR - Puerto Iguazu,Puerto Iguazu,-25.608160765704035,-54.55893220582573,971,Puerto Iguazu
AR - Puerto Madryn,Puerto Madryn,-42.7778815,-65.01980750000001,4414,Puerto Madryn
AR - Puerto Piramides,Puerto Piramides,-42.5715954,-64.28132305,4414,Puerto Madryn
AR - Rafaela,Rafaela,-31.248066,-61.490627,22280,The Pampas
AR - Resistencia,Resistencia,-27.45097092,-58.98499489,51387,Corrientes Province
AR - Rio Gallegos,Rio Gallegos,-51.6217765,-69.21659,51321,Tierra del Fuego National Park
AR - Rosario,Rosario,-32.9410945659425,-60.64586566235361,22280,The Pampas
AR - Saint John,Saint John,17.151820350491167,-61.84474940406628,22047,St John's
AR - Saint John's,Saint John's,17.13406412698413,-61.86610480952381,22047,St John's
AR - Saint Johns,Saint Johns,17.155870907308,-61.84927466691067,22047,St John's
AR - Salta,Salta,-24.7830256,-65.408608,5484,Salta
AR - San Carlos de Bariloche,San Carlos de Bariloche,-41.12628632558398,-71.34802735931522,938,Bariloche
AR - San Javier,San Javier,-32.039196,-65.03702,22281,Córdoba
AR - San Juan,San Juan,-31.545701,-68.524828,50300,San Juan
AR - San Martin de Los Andes,San Martin de Los Andes,-40.1823765,-71.32643999999999,21484,San Martin de los Andes
AR - San Martin de los Andes,San Martin de los Andes,-40.155421814371664,-71.34781746988934,21484,San Martin de los Andes
AR - San Pedro,San Pedro,-33.67834927063,-59.653274768066495,50376,San Fernando
AR - San Rafael,San Rafael,-34.612755,-68.33959,52093,Lujan de Cuyo
AR - Santiago del Estero,Santiago del Estero,-27.788542894775503,-64.260841055908,25273,San Miguel de Tucumán
AR - Seatons Village,Seatons Village,17.09704,-61.72456,27,Antigua and Barbuda
AR - Tafi,Tafi,-26.85865,-65.72492,25273,San Miguel de Tucumán
AR - Termas de Rio Hondo,Termas de Rio Hondo,-27.4982416484375,-64.866780494385,25273,San Miguel de Tucumán
AR - The River Plate,The River Plate,-38.008163,-57.540325,36397,Mar del Plata
AR - Tilcara,Tilcara,-23.58031,-65.39519,36677,Tilcara
AR - Trelew,Trelew,-43.249447,-65.311005,4414,Puerto Madryn
AR - Tristan Suarez,Tristan Suarez,-34.864025115967,-58.579933166504,52102,Ezeiza
AR - Tucuman,Tucuman,-26.828898,-65.20340200000001,25273,San Miguel de Tucumán
AR - Tunuyan,Tunuyan,-33.603698730469,-69.233139038086,52093,Lujan de Cuyo
AR - Ushuaia,Ushuaia,-54.810163668787375,-68.31863594374238,933,Ushuaia
AR - Valley Church,Valley Church,17.05305549064124,-61.8945308141392,50369,Five Islands Village
AR - Valley Road,Valley Road,17.053452,-61.89206,50369,Five Islands Village
AR - Villa Carlos Paz,Villa Carlos Paz,-31.41159210250771,-64.4858792412108,22281,Córdoba
AR - Villa General Belgrano,Villa General Belgrano,-31.96185287144972,-64.55810495836039,22281,Córdoba
AR - Villa Gesell,Villa Gesell,-37.257877349854,-56.966400146484,36397,Mar del Plata
AR - Villa Giardino,Villa Giardino,-31.05267875,-64.482258,22281,Córdoba
AR - Villa La Angostura,Villa La Angostura,-40.7893953533935,-71.629512767334,21483,Lake District
AR - Villa Maria,Villa Maria,-32.380177,-63.239212,22281,Córdoba
AR - Villa del Dique,Villa del Dique,-32.171756744385,-64.450012207031,22281,Córdoba
AR - Vista Flores,Vista Flores,-33.63252,-69.14497,52093,Lujan de Cuyo
AR - Willikies,Willikies,17.097798016845665,-61.68876946248366,27,Antigua and Barbuda
AS - Pago Pago,Pago Pago,-14.333333,-170.71666,50458,Apia
AT - Achenkirch,Achenkirch,47.515937805176,11.687515258789,36693,Wattens
AT - Admont,Admont,47.562454223633,14.454482078552,44,Austria
AT - Anif,Anif,47.74422381957999,13.054076642049,451,Salzburg
AT - Attersee,Attersee,47.93422923,13.48906517,451,Salzburg
AT - Bad Deutsch Altenburg,Bad Deutsch Altenburg,48.13462642,16.90569418,5561,Bratislava
AT - Bad Gastein,Bad Gastein,47.109264,13.134227,26232,Austrian Alps
AT - Bad Goisern,Bad Goisern,47.650390625,13.61233997345,25793,Hallstatt
AT - Bad Ischl,Bad Ischl,47.71431,13.623426,25793,Hallstatt
AT - Baden,Baden,48.009968,16.234991,50575,Schwechat
AT - Bergheim,Bergheim,47.837887,13.040966,451,Salzburg
AT - Biberwier,Biberwier,47.38013077,10.89000511,22133,Garmisch-Partenkirchen
AT - Deutsch Wagram,Deutsch Wagram,48.31129692,16.51495367,454,Vienna
AT - Ebbs,Ebbs,47.6305329,12.215107,26232,Austrian Alps
AT - Ehrwald,Ehrwald,47.39792253,10.91962426,22133,Garmisch-Partenkirchen
AT - Eisenstadt,Eisenstadt,47.845238,16.519009,25645,Sopron
AT - Elixhausen,Elixhausen,47.86792,13.067,451,Salzburg
AT - Fischamend,Fischamend,48.11655802141457,16.625589820208,50575,Schwechat
AT - Flachau,Flachau,47.355056762695,13.387309074402,25793,Hallstatt
AT - Gmunden,Gmunden,47.892436939380005,13.808887931310998,28061,Upper Austria
AT - Gosau,Gosau,47.58144,13.534829,25793,Hallstatt
AT - Graz,Graz,47.06557875,15.432544875,452,Graz
AT - Griesenau,Griesenau,47.450684,12.389409,26232,Austrian Alps
AT - Groedig,Groedig,47.726608276367,13.044480323792,451,Salzburg
AT - Grundlsee,Grundlsee,47.619564,13.827741,25793,Hallstatt
AT - Haidhof Siedlung,Haidhof Siedlung,48.004196,16.214733,50575,Schwechat
AT - Hallstatt,Hallstatt,47.5596106525,13.66168824125,25793,Hallstatt
AT - Hof Bei Salzburg,Hof Bei Salzburg,47.810497,13.247073,451,Salzburg
AT - Imst,Imst,47.23859,10.740356,50586,Hohenschwangau
AT - Innsbruck,Innsbruck,47.26449156882472,11.395819496746132,5173,Innsbruck
AT - Jochberg,Jochberg,47.38396,12.41688,26232,Austrian Alps
AT - Jungholz,Jungholz,47.57781,10.443336,23184,Füssen
AT - Kematen In Tirol,Kematen In Tirol,47.26352,11.26812,5173,Innsbruck
AT - Kitzbuehel,Kitzbuehel,47.44612887976075,12.39398441398625,26232,Austrian Alps
AT - Kitzbuhel,Kitzbuhel,47.448688,12.387477,26232,Austrian Alps
AT - Klagenfurt,Klagenfurt,46.624577,14.309605,24633,Klagenfurt
AT - Klosterneuburg,Klosterneuburg,48.309022,16.32616,454,Vienna
AT - Krems An Der Donau,Krems An Der Donau,48.407455,15.584954,25794,Lower Austria
AT - Krems an der Donau,Krems an der Donau,48.409408569336,15.582169532776,25794,Lower Austria
AT - Linz,Linz,48.298071603782,14.295041682461818,28062,Linz
AT - Lustenau,Lustenau,47.419765,9.67113,51204,Bregenz
AT - Maishofen,Maishofen,47.35778,12.799892,26232,Austrian Alps
AT - Melk,Melk,48.227535247803,15.330680847168,25794,Lower Austria
AT - Mieders,Mieders,47.16667175293,11.384147644043,5173,Innsbruck
AT - Mondsee,Mondsee,47.856525421143,13.35097026825,451,Salzburg
AT - Mortschach,Mortschach,46.93340006,12.90487468,26232,Austrian Alps
AT - Oberlängenfeld,Oberlängenfeld,47.31322,11.08101,22133,Garmisch-Partenkirchen
AT - Obertraun,Obertraun,47.5594715,13.679181,25793,Hallstatt
AT - Pettneu am Arlberg,Pettneu am Arlberg,47.150886535645,10.345914840698,51250,Oberstaufen
AT - Radstadt,Radstadt,47.37954402669266,13.491901770223,25793,Hallstatt
AT - Reutte,Reutte,47.49149,10.717645,50586,Hohenschwangau
AT - Ried Im Innkreis,Ried Im Innkreis,48.20795,13.48419,25665,Passau
AT - Rum,Rum,47.277782,11.455125,5173,Innsbruck
AT - Saint Anton,Saint Anton,47.12843,10.26638,24630,Davos
AT - Saint Wolfgang,Saint Wolfgang,47.7400284,13.4390378,25793,Hallstatt
AT - Salzburg,Salzburg,47.8078029692208,13.044715205345534,451,Salzburg
AT - Sankt Anton Am Arlberg,Sankt Anton Am Arlberg,47.12833,10.264558,24630,Davos
AT - Sankt Wolfgang Im Salzkammergut,Sankt Wolfgang Im Salzkammergut,47.739662,13.445205,25793,Hallstatt
AT - Schladming,Schladming,47.386833190918,13.680790901184,25793,Hallstatt
AT - Schwechat,Schwechat,48.12459835335019,16.55704185688798,50575,Schwechat
AT - Seefeld In Tirol,Seefeld In Tirol,47.328265,11.1827045,5173,Innsbruck
AT - Semmering,Semmering,47.63026,15.836305,25572,Burgenland
AT - Solden,Solden,46.961063,11.008741,28838,Trentino-Alto Adige
AT - Soll,Soll,47.504222,12.1940954,26232,Austrian Alps
AT - Spieldorf,Spieldorf,48.039196,13.99139,28061,Upper Austria
AT - Tirol,Tirol,47.273663,11.47478,5173,Innsbruck
AT - Vienna,Vienna,48.20029022738146,16.383456813452085,454,Vienna
AT - Waidring,Waidring,47.584987640381,12.575182914734,26232,Austrian Alps
AT - Wels,Wels,48.1599085,14.026005,28061,Upper Austria
AT - Werfenweng,Werfenweng,47.46296,13.258254,50870,Berchtesgaden
AT - Wien,Wien,48.184913635254,16.383981704712,454,Vienna
AT - Wiener Neustadt,Wiener Neustadt,47.839378356934,16.257259368896,25645,Sopron
AT - Worgl,Worgl,47.4851085,12.063982,36693,Wattens
AT - Zederhaus,Zederhaus,47.160606,13.486725,25793,Hallstatt
AT - Zell Am See,Zell Am See,47.32378692301433,12.797920627319334,26232,Austrian Alps
AT - Zell am See,Zell am See,47.323719024658,12.79617023468,26232,Austrian Alps
AT - Zirl,Zirl,47.27192,11.24822,5173,Innsbruck
AU - 25 - Adelaide,Adelaide,-34.923,138.597,376,Adelaide
AU - 25 - Kangaroo Island,Kangaroo Island,-35.775352,137.7771,4863,Kangaroo Island
AU - 35 - Canberra,Canberra,-35.28157,149.13213,819,Canberra
AU - 45 - Byron Bay,Byron Bay,-28.657264,153.60914,5259,Byron Bay
AU - 45 - Coffs Harbour,Coffs Harbour,-30.251877,153.13899,27519,Coffs Harbour
AU - 45 - North Wollongong,North Wollongong,-34.414516,150.90031,357,Sydney
AU - 45 - Sydney,Sydney,-33.88069933333333,151.2011658333333,357,Sydney
AU - 55 - Melbourne,Melbourne,-37.78899314285714,144.94400857142858,384,Melbourne
AU - 55 - Phillip Island,Phillip Island,-38.473415,145.24423,5598,Phillip Island
AU - 65 - Gold Coast,Gold Coast,-28.00342,153.37477,367,Gold Coast
AU - 65 - Townsville,Townsville,-19.2568,146.82103,4739,Townsville
AU - 65 - Twin Waters,Twin Waters,-26.63092,153.0957,374,Noosa & Sunshine Coast
AU - 95 - Darwin,Darwin,-12.46093,130.84317,360,Darwin
AU - AC - Canberra ,Canberra ,-35.306946,149.195,819,Canberra
AU - ACT - Barton,Barton,-35.311787,149.13333,819,Canberra
AU - ACT - Braddon,Braddon,-35.27307505188,149.130738652345,819,Canberra
AU - ACT - Canberra,Canberra,-35.28747835838412,149.13671944048767,819,Canberra
AU - ACT - Narrabundah,Narrabundah,-35.338363647461,149.14836120605,819,Canberra
AU - Adelaide,Adelaide,-34.92713969738222,138.59234124154642,376,Adelaide
AU - Airlie Beach,Airlie Beach,-20.2710232545165,148.71923969075502,28628,Airlie Beach
AU - Albany,Albany,-34.99119,117.854996,4748,Albany
AU - Albury,Albury,-36.081375,146.914445,50379,Echuca
AU - Alexandra Headland,Alexandra Headland,-26.666571600000005,153.106606,374,Noosa & Sunshine Coast
AU - Alexandria,Alexandria,-33.90698,151.20189,357,Sydney
AU - Alice Springs,Alice Springs,-23.700283,133.8826,358,Alice Springs
AU - American River,American River,-35.775798797607,137.77510070801,4863,Kangaroo Island
AU - Anglesea,Anglesea,-38.407967,144.19342,27083,Geelong
AU - Apollo Bay,Apollo Bay,-38.730129241943,143.69790649414,30794,Great Ocean Road
AU - Armidale,Armidale,-30.50374,151.65092,27519,Coffs Harbour
AU - Arncliffe,Arncliffe,-33.939613342285,151.14741516113,357,Sydney
AU - Arndell Park,Arndell Park,-33.79394,150.8963,357,Sydney
AU - Aruba,Aruba,12.570376363678,-70.043294580078,50199,Palm - Eagle Beach
AU - Ascot,Ascot,-28.931490743042,140.69221375243998,51279,Flinders Ranges National Park
AU - Attwood,Attwood,-37.6731568691405,144.88780106201,384,Melbourne
AU - Badger Creek,Badger Creek,-37.675281524658,145.54063415527,22734,Yarra Valley
AU - Balina,Balina,-28.867401,153.57126,5259,Byron Bay
AU - Ballarat,Ballarat,-37.56928,143.87009,25941,Ballarat
AU - Bankstown,Bankstown,-33.919624,151.03313,357,Sydney
AU - Barcaldine,Barcaldine,-23.561317,145.28346,122,Queensland
AU - Barton,Barton,-35.311787,149.13333,819,Canberra
AU - Bass Hill,Bass Hill,-33.900329589844,150.99789428711,357,Sydney
AU - Batemans Bay,Batemans Bay,-35.71361,150.1856,37748,Batemans Bay
AU - Battery Point,Battery Point,-42.8869347513835,147.33516115315834,379,Hobart
AU - Belconnen,Belconnen,-35.240776999999994,149.07153,819,Canberra
AU - Bella Vista,Bella Vista,-33.744118,150.9533,357,Sydney
AU - Bellambi Point,Bellambi Point,-34.389378,150.90515,357,Sydney
AU - Belmont,Belmont,-31.9398461121825,115.9298271875,389,Perth
AU - Benowa,Benowa,-27.999227841268,153.37893892252666,367,Gold Coast
AU - Bilinga,Bilinga,-28.16607296136475,153.5155007324225,37749,Tweed Heads
AU - Blue Mountains,Blue Mountains,-33.717295500000006,150.327415,5402,Blue Mountains
AU - Bondi Beach,Bondi Beach,-33.889174892822254,151.2729284240725,357,Sydney
AU - Bondi Junction,Bondi Junction,-33.89122283460822,151.2487065288622,357,Sydney
AU - Bowen Hills,Bowen Hills,-27.451045,153.033905,363,Brisbane
AU - Bowen Hills-Qld,Bowen Hills-Qld,-27.451271057129,153.03199768066,363,Brisbane
AU - Bowral,Bowral,-34.499527,150.4809,22045,Jervis Bay
AU - Braddon,Braddon,-35.27261497591882,149.13054610351546,819,Canberra
AU - Brighton,Brighton,-37.909313201904,144.98654174805,50380,St Kilda
AU - Brighton-Le-Sands,Brighton-Le-Sands,-33.9600995666505,151.15669812622,357,Sydney
AU - Brisbane,Brisbane,-27.45373558617487,153.0408214373832,363,Brisbane
AU - Broadbeach,Broadbeach,-28.0305059695068,153.43021958007802,22738,Surfers Paradise
AU - Broadwater,Broadwater,-33.659841666666665,115.27752133333333,23522,Busselton
AU - Broken Hill,Broken Hill,-31.95534,141.47049,51279,Flinders Ranges National Park
AU - Brookvale,Brookvale,-33.7604,151.27692,357,Sydney
AU - Broome,Broome,-17.963140487670998,122.23904800415,789,Broome
AU - Bundaberg,Bundaberg,-24.8720202822875,152.337217854005,22028,Hervey Bay
AU - Burleigh Heads,Burleigh Heads,-28.081324,153.44731,22738,Surfers Paradise
AU - Burnie,Burnie,-41.05062,145.90875,40325,Burnie
AU - Burwood,Burwood,-33.8797861817625,151.102325334475,357,Sydney
AU - Burwood East,Burwood East,-37.853798,145.16246,50380,St Kilda
AU - Byron Bay,Byron Bay,-28.650130573486333,153.61272632541332,5259,Byron Bay
AU - Cable Beach,Cable Beach,-17.926970333333333,122.21810733333332,789,Broome
AU - Cabramatta,Cabramatta,-33.902528817505,150.94306761719,357,Sydney
AU - Cairns,Cairns,-16.919791474828717,145.77746086139928,754,Cairns & the Tropical North
AU - Caloundra,Caloundra,-26.806466989807,153.1320893042,374,Noosa & Sunshine Coast
AU - Cambridge,Cambridge,-42.831738,147.49147,50498,Seven Mile Beach
AU - Camp Hill,Camp Hill,-27.493009567261,153.08317565918,363,Brisbane
AU - Campbelltown,Campbelltown,-34.0648,150.81365666666667,357,Sydney
AU - Camperdown,Camperdown,-33.886738,151.17949,357,Sydney
AU - Canberra,Canberra,-35.29123991167242,149.1402738443158,819,Canberra
AU - Cannington,Cannington,-32.006668,115.98946,389,Perth
AU - Cannonvale,Cannonvale,-20.274372,148.70308,28628,Airlie Beach
AU - Canungra,Canungra,-28.018297,153.16373,367,Gold Coast
AU - Carlton,Carlton,-37.803086500000006,144.96759500000002,384,Melbourne
AU - Caroline Springs,Caroline Springs,-37.73785,144.74006,384,Melbourne
AU - Carrara,Carrara,-28.003486633301,153.35827636719,367,Gold Coast
AU - Carrum Downs,Carrum Downs,-38.100376,145.18379,22999,Mornington Peninsula
AU - Carseldine,Carseldine,-27.35024,153.01462,363,Brisbane
AU - Cashmere,Cashmere,-27.304562,152.88518,363,Brisbane
AU - Casuarina,Casuarina,-28.295122146606,153.57235717773,37749,Tweed Heads
AU - Casula,Casula,-33.95729,150.88701500000002,357,Sydney
AU - Centennial Park,Centennial Park,-35.00879,117.86948,4748,Albany
AU - Cessnock,Cessnock,-32.807686,151.35022,30973,Hunter Valley
AU - Chadstone,Chadstone,-37.888428,145.08206,50380,St Kilda
AU - Charlestown,Charlestown,-32.95715713501,151.70050048828,25551,Newcastle
AU - Chatswood,Chatswood,-33.79894,151.17973,357,Sydney
AU - Chippendale,Chippendale,-33.88427273304826,151.20048644743653,357,Sydney
AU - Chipping Norton,Chipping Norton,-33.914993,150.94542,357,Sydney
AU - Clifton Beach,Clifton Beach,-16.749153,145.67068,788,Palm Cove
AU - Coffs Harbour,Coffs Harbour,-30.27921922631825,153.1314673474125,27519,Coffs Harbour
AU - Collingwood,Collingwood,-37.806194,144.98459,384,Melbourne
AU - Connolly,Connolly,-31.749947,115.75082,389,Perth
AU - Coober Pedy,Coober Pedy,-29.000885,134.72354,123,South Australia
AU - Coogee,Coogee,-33.76403564198808,148.2984065979,819,Canberra
AU - Cooktown,Cooktown,-15.475479,145.2476,32538,Cape Tribulation
AU - Coolangatta,Coolangatta,-28.1676219686585,153.53264842163,37749,Tweed Heads
AU - Coolum,Coolum,-26.46563911,153.0985565,374,Noosa & Sunshine Coast
AU - Cooma,Cooma,-36.230754852295,149.13374328613,819,Canberra
AU - Cradle Mountain,Cradle Mountain,-41.58982827376301,145.93211652832,124,Tasmania
AU - Crafers,Crafers,-34.99786,138.70444,376,Adelaide
AU - Craiglie,Craiglie,-16.526222229004,145.47399902344,787,Port Douglas
AU - Cronulla,Cronulla,-34.051094,151.15411,357,Sydney
AU - Darlinghurst,Darlinghurst,-33.87627659330829,151.21402128487665,357,Sydney
AU - Darlington,Darlington,-33.889133453369,151.19560241699,357,Sydney
AU - Darwin,Darwin,-12.46050891208815,130.83957926098552,360,Darwin
AU - Dawes Point,Dawes Point,-33.85421381652857,151.20829854038644,357,Sydney
AU - Daylesford,Daylesford,-37.343196868896,144.14233398438,25941,Ballarat
AU - Deagon,Deagon,-27.3628,153.06148,363,Brisbane
AU - Denham,Denham,-25.928821563721,113.5361328125,50930,Kalbarri
AU - Desert Springs,Desert Springs,-23.714916,133.87892,358,Alice Springs
AU - Devonport,Devonport,-41.17873,146.35892,40325,Burnie
AU - Diwan,Diwan,-16.20891262,145.3986754,32538,Cape Tribulation
AU - Docklands,Docklands,-37.81981770852918,144.95091637651092,384,Melbourne
AU - Double Bay,Double Bay,-33.87595820027667,151.24317784830666,357,Sydney
AU - Dubbo,Dubbo,-32.2538527352295,148.60295876465,50992,Moreton Bay Region
AU - Eagle Beach,Eagle Beach,12.559446439639188,-70.05250165915083,50199,Palm - Eagle Beach
"AU - Eagle Beach, Aruba","Eagle Beach, Aruba",12.551253318787,-70.053367614746,50199,Palm - Eagle Beach
AU - East Carnarvon,East Carnarvon,-24.865400314331,113.68499755859,50216,Coral Bay
AU - East Ipswich,East Ipswich,-27.616558,152.76472,25169,Ipswich
AU - East Perth,East Perth,-31.95986,115.87152799999998,389,Perth
AU - East Side,East Side,-23.703268,133.8866,358,Alice Springs
AU - Eaton,Eaton,-12.405554,130.87909,360,Darwin
AU - Echuca,Echuca,-36.125108,144.74854,50379,Echuca
AU - Eden,Eden,-37.062935,149.90497,37748,Batemans Bay
AU - Edgecliff,Edgecliff,-33.876979827881,151.23295593262,357,Sydney
AU - Eight Mile Plains,Eight Mile Plains,-27.583647,153.09798,50470,Choc
AU - Elizabeth Bay,Elizabeth Bay,-33.870827,151.22548,357,Sydney
AU - Emu Point,Emu Point,-35.000282287598,117.9373626709,4748,Albany
AU - Essendon Fields,Essendon Fields,-37.72503289439782,144.8932974298673,384,Melbourne
AU - Ettalong Beach,Ettalong Beach,-33.515075683594,151.34121704102,357,Sydney
