reference,city,latitude,longitude,nearest_destination_id,nearest_destination_name
US - FL - Jennings,Jennings,30.591979993489662,-83.122469013672,5018,Douglas
US - FL - Jensen Beach,Jensen Beach,27.2630874319092,-80.2007272314456,50900,Vero Beach
US - FL - Juno Beach,Juno Beach,26.879893341229703,-80.05569839613976,24204,West Palm Beach
US - FL - Jupiter,Jupiter,26.939470280474875,-80.09405308705658,24204,West Palm Beach
US - FL - Kendall,Kendall,25.66462038888889,-80.40431777777778,662,Miami
US - FL - Key Biscayne,Key Biscayne,25.691928305831627,-80.15899571994349,662,Miami
US - FL - Key Colony Beach,Key Colony Beach,24.720924,-81.015465,23474,Islamorada
US - FL - Key Largo,Key Largo,25.087650671206447,-80.44936698626161,23475,Key Largo
US - FL - Key West,Key West,24.56038639560103,-81.77584322463741,661,Key West
US - FL - Key West ,Key West ,24.55,-81.76667,661,Key West
US - FL - Kissimmee,Kissimmee,28.332707343524344,-81.53534330549817,663,Orlando
US - FL - Labelle,Labelle,26.7682,-81.3914,5196,Fort Myers
US - FL - Lady Lake,Lady Lake,28.93677665592194,-81.95663108728021,22318,Crystal River
US - FL - Lake Buena Vista,Lake Buena Vista,28.37278799235532,-81.52635326567639,663,Orlando
US - FL - Lake City,Lake City,30.17712683667596,-82.68467079939647,29648,Gainesville
US - FL - Lake Mary,Lake Mary,28.767102989306423,-81.36103090439089,663,Orlando
US - FL - Lake Placid,Lake Placid,27.2510905924072,-81.3363036186524,276,Florida
US - FL - Lake Wales,Lake Wales,27.959625728740924,-81.62175532301693,276,Florida
US - FL - Lake Worth,Lake Worth,26.61728568547862,-80.09451775554686,24204,West Palm Beach
US - FL - Lakeland,Lakeland,28.054330694945183,-81.9734490241563,666,Tampa
US - FL - Lakewood Ranch,Lakewood Ranch,27.390350341797,-82.446891784668,25738,Sarasota
US - FL - Land O Lakes,Land O Lakes,28.194563,-82.5405,666,Tampa
US - FL - Land O' Lakes,Land O' Lakes,28.194562941324666,-82.54049788411466,666,Tampa
US - FL - Lantana,Lantana,26.575011430643,-80.06251610712444,24204,West Palm Beach
US - FL - Largo,Largo,27.905514590087943,-82.78315737908608,22457,Clearwater
US - FL - Lauderdale-By-The-Sea,Lauderdale-By-The-Sea,26.18778,-80.09628,660,Fort Lauderdale
US - FL - Lauderdale-by-the-Sea,Lauderdale-by-the-Sea,26.195759534835624,-80.09529352188119,660,Fort Lauderdale
US - FL - Lauderhill,Lauderhill,26.170253915884587,-80.23600002084123,660,Fort Lauderdale
US - FL - Lecanto,Lecanto,28.858146995971627,-82.42110594726562,22318,Crystal River
US - FL - Leesburg,Leesburg,28.831283111182813,-81.871809047384,663,Orlando
US - FL - Lehigh Acres,Lehigh Acres,26.60729034973127,-81.65072632438145,5196,Fort Myers
US - FL - Little Torch Key,Little Torch Key,24.673803329468,-81.388282775879,661,Key West
US - FL - Live Oak,Live Oak,30.3258450254975,-82.945510393982,29648,Gainesville
US - FL - Long Key,Long Key,24.824443878092666,-80.81575008137999,23474,Islamorada
US - FL - Longboat Key,Longboat Key,27.3992999243164,-82.64849970703119,25738,Sarasota
US - FL - Lutz,Lutz,28.19305924803922,-82.45823299690247,666,Tampa
US - FL - Lutz                    ,Lutz                    ,28.195112991333,-82.3858589172366,666,Tampa
US - FL - Lynn Haven,Lynn Haven,30.21265402026365,-85.65308252872248,22828,Panama City Beach
US - FL - MacClenny,MacClenny,30.261909484863,-82.122734069824,4373,Jacksonville
US - FL - Macclenny,Macclenny,30.25929291094975,-82.12445445446775,4373,Jacksonville
US - FL - Madeira Beach,Madeira Beach,27.79816951207062,-82.79395935489438,5403,St Petersburg
US - FL - Madison,Madison,30.39887647657612,-83.35894460666233,50893,Tallahassee
US - FL - Maitland,Maitland,28.633509342040085,-81.38912851333858,663,Orlando
US - FL - Manalapan,Manalapan,26.5830539177734,-80.039070025879,24204,West Palm Beach
US - FL - Marathon,Marathon,24.721342053345545,-81.0671311654266,23474,Islamorada
US - FL - Marco Island,Marco Island,25.929287521137898,-81.72785807881544,22381,Naples
US - FL - Marianna,Marianna,30.72622465518064,-85.18609646835941,22828,Panama City Beach
US - FL - Mary Esther,Mary Esther,30.412247980407667,-86.65580627360033,25549,Destin
US - FL - Matlacha,Matlacha,26.627846,-82.07186,5196,Fort Myers
US - FL - Melbourne,Melbourne,28.131102180841005,-80.66418762188157,25319,Cocoa Beach
US - FL - Melbourne ,Melbourne ,28.1,-80.63333,25319,Cocoa Beach
US - FL - Melbourne Beach,Melbourne Beach,28.068403244019,-80.564628601074,25319,Cocoa Beach
US - FL - Merritt Island,Merritt Island,28.3736881788025,-80.69867320475267,22936,Cape Canaveral
US - FL - Miami,Miami,25.793008146826832,-80.2190628564344,662,Miami
US - FL - Miami Springs,Miami Springs,25.808114684983845,-80.2801917170928,662,Miami
US - FL - Micanopy,Micanopy,29.497578,-82.296715,29648,Gainesville
US - FL - Middleburg,Middleburg,30.1110429474485,-81.830066821289,4373,Jacksonville
US - FL - Midway,Midway,30.48655926063041,-84.42095943155924,50893,Tallahassee
US - FL - Milton,Milton,30.59016107170231,-86.99985460336538,23182,Pensacola
US - FL - Mims,Mims,28.663600921631,-80.848907470703,22936,Cape Canaveral
US - FL - Miramar,Miramar,26.004524588946747,-80.36445130057716,660,Fort Lauderdale
US - FL - Miramar Beach,Miramar Beach,30.3784517828098,-86.337271622448,25549,Destin
US - FL - Monticello,Monticello,30.49742889404275,-83.95426559448225,50893,Tallahassee
US - FL - Mount Dora,Mount Dora,28.801634918192665,-81.643534017741,663,Orlando
US - FL - Mulberry,Mulberry,27.894956588745,-81.951461791992,666,Tampa
US - FL - Naples,Naples,26.186529937381387,-81.77776393933614,22381,Naples
US - FL - Navarre,Navarre,30.39093198252121,-86.87406257771623,23182,Pensacola
US - FL - New Port Richey,New Port Richey,28.24237680489832,-82.72770443658996,22457,Clearwater
US - FL - New Smyrna Beach,New Smyrna Beach,29.031974947337083,-80.89507171952428,25790,Daytona Beach
US - FL - Niceville,Niceville,30.517477712459925,-86.48396762604123,25549,Destin
US - FL - Nokomis,Nokomis,27.12488621921016,-82.46266610381615,25738,Sarasota
US - FL - North Bay Village,North Bay Village,25.84849998840326,-80.14829750902261,662,Miami
US - FL - North Fort Myers,North Fort Myers,26.65939835524406,-81.88472526020516,5196,Fort Myers
US - FL - North Palm Beach,North Palm Beach,26.8333807449461,-80.06083935893561,24204,West Palm Beach
US - FL - North Port,North Port,27.04160222183225,-82.22677027069088,25738,Sarasota
US - FL - North Redington Beach,North Redington Beach,27.819683118013536,-82.82518007184702,22457,Clearwater
US - FL - Oakland Park,Oakland Park,26.20307526647133,-80.13719127766934,660,Fort Lauderdale
US - FL - Ocala,Ocala,29.15475883002948,-82.1834654033944,22318,Crystal River
US - FL - Ocoee,Ocoee,28.55203388334527,-81.54276279208108,663,Orlando
US - FL - Odessa,Odessa,28.189820949640545,-82.62302798428618,22457,Clearwater
US - FL - Ojus,Ojus,25.954574584961,-80.149215698242,660,Fort Lauderdale
US - FL - Okeechobee,Okeechobee,27.223546305626463,-80.81778997408354,50900,Vero Beach
US - FL - Oldsmar,Oldsmar,28.035880751921,-82.65668150281405,22457,Clearwater
US - FL - Orange City,Orange City,28.918032625356,-81.27960888407392,25790,Daytona Beach
US - FL - Orange Park,Orange Park,30.186023642172824,-81.70526133465825,4373,Jacksonville
US - FL - Orlando,Orlando,28.43883039037051,-81.42081721095681,663,Orlando
US - FL - Ormond Beach,Ormond Beach,29.28845069202881,-81.07215841415201,25790,Daytona Beach
US - FL - Osprey,Osprey,27.17322717724629,-82.47944794921885,25738,Sarasota
US - FL - Palatka,Palatka,29.65888587207025,-81.65079203741463,823,St Augustine
US - FL - Palm Bay,Palm Bay,28.02480816412777,-80.6448329543627,25319,Cocoa Beach
US - FL - Palm Beach,Palm Beach,26.673421462250776,-80.04396885996573,24204,West Palm Beach
US - FL - Palm Beach Gardens,Palm Beach Gardens,26.8425845651986,-80.10866770789822,24204,West Palm Beach
US - FL - Palm Beach Shores,Palm Beach Shores,26.77927781,-80.033614995,24204,West Palm Beach
US - FL - Palm Coast,Palm Coast,29.542070200738863,-81.20314742435326,823,St Augustine
US - FL - Palm Harbor,Palm Harbor,28.11053757202131,-82.75400192720878,22457,Clearwater
US - FL - Palmetto,Palmetto,27.516682,-82.56115,25738,Sarasota
US - FL - Panama City,Panama City,30.213186049356143,-85.70156031161207,22828,Panama City Beach
US - FL - Panama City Beach,Panama City Beach,30.20505480764702,-85.85023793303169,22828,Panama City Beach
US - FL - Panama City Beach Resort,Panama City Beach Resort,30.188575744629,-85.827217102051,22828,Panama City Beach
US - FL - Pembroke Pines,Pembroke Pines,26.013276663006724,-80.34371476414464,660,Fort Lauderdale
US - FL - Pensacola,Pensacola,30.4833873994351,-87.22864996079029,23182,Pensacola
US - FL - Pensacola ,Pensacola ,30.466667,-87.183334,23182,Pensacola
US - FL - Pensacola Beach,Pensacola Beach,30.333020533533123,-87.1425398205639,23182,Pensacola
US - FL - Perry,Perry,30.09575801251225,-83.5804233551025,50893,Tallahassee
US - FL - Pinellas Park,Pinellas Park,27.84365043763485,-82.6871928962274,5403,St Petersburg
US - FL - Plant City,Plant City,28.03048944786844,-82.11421428829956,666,Tampa
US - FL - Plantation,Plantation,26.116746631258536,-80.25924667870142,660,Fort Lauderdale
US - FL - Poinciana,Poinciana,28.14355659757779,-81.46717605834965,663,Orlando
US - FL - Pompano Beach,Pompano Beach,26.235375017017425,-80.10791346341928,660,Fort Lauderdale
US - FL - Ponce de Leon,Ponce de Leon,30.7086,-85.93376,22828,Panama City Beach
US - FL - Ponte Vedra Beach,Ponte Vedra Beach,30.215130966258105,-81.38273285231786,4373,Jacksonville
US - FL - Port Charlotte,Port Charlotte,27.00519989365508,-82.07604741105145,5196,Fort Myers
US - FL - Port Orange,Port Orange,29.10642825530124,-81.02713360421323,25790,Daytona Beach
US - FL - Port Richey,Port Richey,28.317779701706225,-82.69992576468096,22457,Clearwater
US - FL - Port Saint Joe,Port Saint Joe,29.7943725,-85.293655,22828,Panama City Beach
US - FL - Port Saint Lucie,Port Saint Lucie,27.312138647949727,-80.44260991185406,50900,Vero Beach
US - FL - Punta Gord ,Punta Gord ,26.916668,-81.98333,5196,Fort Myers
US - FL - Punta Gorda,Punta Gorda,26.935845580709096,-82.053184885244,5196,Fort Myers
US - FL - Quincy,Quincy,30.535956663686925,-84.59468217698324,50893,Tallahassee
US - FL - Ramrod Key,Ramrod Key,24.662075042725,-81.407012939453,661,Key West
US - FL - Redington Shores,Redington Shores,27.82683086395225,-82.830255508423,22457,Clearwater
US - FL - River Ranch,River Ranch,27.7723002160645,-81.201829400879,276,Florida
US - FL - Riverview,Riverview,27.8878825747116,-82.34307733335129,666,Tampa
US - FL - Riviera Beach,Riviera Beach,26.785030788574,-80.0894489592285,24204,West Palm Beach
US - FL - Rockledge,Rockledge,28.29609,-80.73356,25319,Cocoa Beach
US - FL - Royal Palm Beach,Royal Palm Beach,26.682220344238,-80.23223907714825,24204,West Palm Beach
US - FL - Ruskin,Ruskin,27.71445160204432,-82.38776340177832,5403,St Petersburg
US - FL - Safety Harbor,Safety Harbor,27.991024006741,-82.68773864325611,22457,Clearwater
US - FL - Saint Augustine,Saint Augustine,29.895047124474136,-81.32027292509954,823,St Augustine
US - FL - Saint Augustine Beach,Saint Augustine Beach,29.8457470874025,-81.2668639538575,823,St Augustine
US - FL - Saint Cloud,Saint Cloud,28.24825,-81.28325,663,Orlando
US - FL - Saint George Island,Saint George Island,29.663794,-84.86004,50893,Tallahassee
US - FL - Saint Pete Beach,Saint Pete Beach,27.730460042088783,-82.74500874236577,5403,St Petersburg
US - FL - Saint Petersburg,Saint Petersburg,27.78697426816996,-82.66093746496573,5403,St Petersburg
US - FL - Sanford,Sanford,28.79155288215604,-81.31353958414714,663,Orlando
US - FL - Sanibel,Sanibel,26.43606968118168,-82.04679311246093,5196,Fort Myers
US - FL - Santa Rosa Beach,Santa Rosa Beach,30.33866471692476,-86.18250839983257,25549,Destin
US - FL - Sarasota,Sarasota,27.35051215071105,-82.53405928677424,25738,Sarasota
US - FL - Sarasota ,Sarasota ,27.395555,-82.55444,25738,Sarasota
US - FL - Satellite Beach,Satellite Beach,28.20935,-80.59724,25319,Cocoa Beach
US - FL - Sebastian,Sebastian,27.82161222502197,-80.4732095300449,50900,Vero Beach
US - FL - Sebring,Sebring,27.477703319134218,-81.4433892358186,276,Florida
US - FL - Seffner,Seffner,28.00857557954527,-82.30217598322109,666,Tampa
US - FL - Shalimar,Shalimar,30.448277,-86.57844,25549,Destin
US - FL - Siesta Key,Siesta Key,27.2567453922598,-82.54312535942731,25738,Sarasota
US - FL - Silver Springs,Silver Springs,29.21498286846925,-82.0589325250245,29648,Gainesville
US - FL - Singer Island,Singer Island,26.78918001508792,-80.03411763196623,24204,West Palm Beach
US - FL - South Beach,South Beach,25.791507720947,-80.131042480469,662,Miami
US - FL - Spring Hill,Spring Hill,28.49805634551424,-82.58544941544602,22318,Crystal River
US - FL - St. Augustine,St. Augustine,29.858268737793,-81.267265319824,823,St Augustine
US - FL - St. Petersburg,St. Petersburg,27.821449279785,-82.668281555176,5403,St Petersburg
US - FL - Starke,Starke,29.93119866882329,-82.12032339878628,29648,Gainesville
US - FL - Stuart,Stuart,27.19606072543437,-80.22852949816475,50900,Vero Beach
US - FL - Summerland Key,Summerland Key,24.668627508246445,-81.39658153569889,661,Key West
US - FL - Sun City Center,Sun City Center,27.713773197204503,-82.35561560099283,666,Tampa
US - FL - Sunny Isles Beach,Sunny Isles Beach,25.938637892629167,-80.12116996690597,662,Miami
US - FL - Sunrise,Sunrise,26.139822644800617,-80.32546589304474,660,Fort Lauderdale
US - FL - Surfside,Surfside,25.88058299695754,-80.122112494535,662,Miami
US - FL - Sweetwater,Sweetwater,25.789740562438663,-80.37594095865849,662,Miami
US - FL - Tallahass ,Tallahass ,30.396389000000003,-84.35028,50893,Tallahassee
US - FL - Tallahassee,Tallahassee,30.46075499534356,-84.27257075888956,50893,Tallahassee
US - FL - Tamarac,Tamarac,26.19575629763945,-80.26003393527374,660,Fort Lauderdale
US - FL - Tampa,Tampa,27.9687144592412,-82.49561656593656,666,Tampa
US - FL - Tarpon Springs,Tarpon Springs,28.12667669563444,-82.74125889106753,22457,Clearwater
US - FL - Tavares,Tavares,28.81759729360975,-81.72807802062981,663,Orlando
US - FL - Tavernier,Tavernier,25.007325012090263,-80.52624679814869,23475,Key Largo
US - FL - Temple Terrace,Temple Terrace,28.067785201666663,-82.366961165,666,Tampa
US - FL - The Villages,The Villages,28.906366190544126,-81.98188858566297,22318,Crystal River
US - FL - Tierra Verde,Tierra Verde,27.689939812087875,-82.72098515472425,5403,St Petersburg
US - FL - Titusville,Titusville,28.54244063570244,-80.8279517940582,22936,Cape Canaveral
US - FL - Treasure Island,Treasure Island,27.770401031479537,-82.77128778938314,5403,St Petersburg
US - FL - Trinity,Trinity,28.19,-82.62707,22457,Clearwater
US - FL - Valparaiso ,Valparaiso ,30.483334,-86.52527600000002,25549,Destin
US - FL - Venice,Venice,27.10314482374636,-82.41931285651603,25738,Sarasota
US - FL - Vero Beach,Vero Beach,27.64234282176305,-80.45493892343697,50900,Vero Beach
US - FL - Vero Beach South,Vero Beach South,27.650908,-80.35623,50900,Vero Beach
US - FL - Villano Beach,Villano Beach,29.92057125,-81.32454,823,St Augustine
US - FL - Villas,Villas,26.52958,-81.847855,5196,Fort Myers
US - FL - Waldo,Waldo,29.813642833943664,-82.16800896565766,29648,Gainesville
US - FL - Walt Disney World,Walt Disney World,28.35634180120609,-81.56851843084861,663,Orlando
US - FL - Walt Disney World Resort,Walt Disney World Resort,28.349678,-81.58498999999999,663,Orlando
US - FL - Weeki Wachee,Weeki Wachee,28.520550208911004,-82.5658029448244,22318,Crystal River
US - FL - Wellington,Wellington,26.6493530455322,-80.2171554746094,24204,West Palm Beach
US - FL - Wesley Chapel,Wesley Chapel,28.227230885354807,-82.3520812452853,666,Tampa
US - FL - West And East Lealman,West And East Lealman,27.772755,-82.63567,5403,St Petersburg
US - FL - West Melbourne,West Melbourne,28.06573638978411,-80.67670934353299,25319,Cocoa Beach
US - FL - West Palm Beach,West Palm Beach,26.70879237197524,-80.07791831659007,24204,West Palm Beach
US - FL - Weston,Weston,26.099282092347728,-80.37272512183245,660,Fort Lauderdale
US - FL - White Springs,White Springs,30.317270278931,-82.808303833008,29648,Gainesville
US - FL - Wildwood,Wildwood,28.852483051623853,-82.0480785606064,22318,Crystal River
US - FL - Wilton Manors,Wilton Manors,26.157378986426,-80.1373667551268,660,Fort Lauderdale
US - FL - Winter Garden,Winter Garden,28.377962121845425,-81.62261821164503,663,Orlando
US - FL - Winter Haven,Winter Haven,27.999915594484992,-81.70482706327608,276,Florida
US - FL - Winter Park,Winter Park,28.601046828926567,-81.35599836751308,663,Orlando
US - FL - Yulee,Yulee,30.62064467387388,-81.64533938842763,4373,Jacksonville
US - FL - Zephyrhills,Zephyrhills,28.258135208294654,-82.1881554978027,666,Tampa
US - Farmers Branch,Farmers Branch,32.905064,-96.92354,918,Dallas
US - Farmingdale,Farmingdale,40.717896,-73.410095,23788,Long Island
US - Florida - Orlando,Orlando,28.77718,-81.23491,663,Orlando
US - Florida - Panama City,Panama City,30.35824,-85.7956,22828,Panama City Beach
US - Florida - St Petersburg-Clearwater,St Petersburg-Clearwater,27.90863,-82.68651,22457,Clearwater
US - Florida City,Florida City,25.45037651062,-80.47681427002,23475,Key Largo
US - Flushing,Flushing,40.762434699463,-73.83284332194,60468,Queens
US - Flushing - Ny,Flushing - Ny,40.762367,-73.83292,60468,Queens
US - Forsyth,Forsyth,39.917732,-88.954079,22032,Illinois
US - GA - Acworth,Acworth,34.0795129587647,-84.65583924085283,784,Atlanta
US - GA - Adairsville,Adairsville,34.380565090616834,-84.906055538086,50764,Blue Ridge
US - GA - Adel,Adel,31.138710850403,-83.4432465405275,5018,Douglas
US - GA - Albany,Albany,31.61262978539512,-84.21479720231291,50893,Tallahassee
US - GA - Alpharetta,Alpharetta,34.06849592149128,-84.27851663781445,784,Atlanta
US - GA - Americus,Americus,32.07109557679445,-84.2181502126464,277,Georgia
US - GA - Ashburn,Ashburn,31.710523845977875,-83.63875425567637,5018,Douglas
US - GA - Athens,Athens,33.95512701620257,-83.3920537082848,784,Atlanta
US - GA - Atlanta,Atlanta,33.756504635001654,-84.4012220763577,784,Atlanta
US - GA - Atlanta ,Atlanta ,33.636665,-84.428055,784,Atlanta
US - GA - Augusta,Augusta,33.4910793170459,-82.06010534076589,294,South Carolina
US - GA - Augusta ,Augusta ,33.36667,-81.96667,294,South Carolina
US - GA - Austell,Austell,33.80885624391267,-84.58159389427065,784,Atlanta
US - GA - Bainbridge,Bainbridge,30.888793033157377,-84.56821318164074,50893,Tallahassee
US - GA - Baxley,Baxley,31.77533,-82.337445,5018,Douglas
US - GA - Bethlehem,Bethlehem,33.94418021118175,-83.74093018005375,784,Atlanta
US - GA - Blackshear,Blackshear,31.305528880249,-82.24172991210934,5018,Douglas
US - GA - Blairsville,Blairsville,34.8730407114258,-83.9872727146486,50764,Blue Ridge
US - GA - Blue Ridge,Blue Ridge,34.87289197070309,-84.31798121866875,50764,Blue Ridge
US - GA - Braselton,Braselton,34.10349591705236,-83.80784692472218,784,Atlanta
US - GA - Bremen,Bremen,33.693672932129,-85.148144625244,784,Atlanta
US - GA - Brunswick,Brunswick,31.229323388832224,-81.5105756037533,4373,Jacksonville
US - GA - Buford,Buford,34.076777484046545,-83.99361934492188,784,Atlanta
US - GA - Byron,Byron,32.65412550030787,-83.74157881950569,277,Georgia
US - GA - Cairo,Cairo,30.877014080078,-84.1729806311035,50893,Tallahassee
US - GA - Calhoun,Calhoun,34.469388011474585,-84.92811691121416,50764,Blue Ridge
US - GA - Canton,Canton,34.25205300597785,-84.4752933109907,784,Atlanta
US - GA - Carrollton,Carrollton,33.56336530255682,-85.06869758012246,784,Atlanta
US - GA - Cartersville,Cartersville,34.18254134535496,-84.76876376766556,784,Atlanta
US - GA - Cedartown,Cedartown,34.0312,-85.24668,784,Atlanta
US - GA - Chamblee,Chamblee,33.901407110995365,-84.30466703790836,784,Atlanta
US - GA - Clarkesville,Clarkesville,34.64964685714286,-83.53515885714286,50764,Blue Ridge
US - GA - Clayton,Clayton,34.872597133667,-83.3960433742675,24149,Great Smoky Mountains National Park
US - GA - Cleveland,Cleveland,34.593033,-83.76271,50764,Blue Ridge
US - GA - College Park,College Park,33.62740876705699,-84.4556397710013,784,Atlanta
US - GA - Columbus,Columbus,32.49844667725219,-84.95351372593588,22212,Alabama
US - GA - Commerce,Commerce,34.256791057229414,-83.46343712761376,784,Atlanta
US - GA - Conley,Conley,33.666994328580735,-84.33815749300133,784,Atlanta
US - GA - Conyers,Conyers,33.65311449147112,-84.00111154258973,784,Atlanta
US - GA - Cordele,Cordele,31.95084947601952,-83.75191102589572,277,Georgia
US - GA - Cornelia,Cornelia,34.52946903982971,-83.536948228934,50764,Blue Ridge
US - GA - Covington,Covington,33.6131233302176,-83.84311063643973,784,Atlanta
US - GA - Cumming,Cumming,34.17848258642575,-84.1386606395721,784,Atlanta
US - GA - Dahlonega,Dahlonega,34.541963588985034,-83.991197206644,50764,Blue Ridge
US - GA - Dalton,Dalton,34.764243377075246,-85.00313645880809,27404,Chattanooga
US - GA - Darien,Darien,31.400077894403,-81.45212990792,5166,Savannah
US - GA - Dawsonville,Dawsonville,34.42427209163411,-84.1106284597439,50764,Blue Ridge
US - GA - Decatur,Decatur,33.743598496245546,-84.24802352825435,784,Atlanta
US - GA - Dillard,Dillard,34.98435,-83.38383,24149,Great Smoky Mountains National Park
US - GA - Doraville,Doraville,33.89238205376511,-84.26688687364356,784,Atlanta
US - GA - Douglas,Douglas,31.483000798645,-82.850453569336,5018,Douglas
US - GA - Douglasville,Douglasville,33.74209814029284,-84.73612039699695,784,Atlanta
US - GA - Duluth,Duluth,33.96886010914955,-84.12126497848016,784,Atlanta
US - GA - Dunwoody,Dunwoody,33.931755,-84.34381,784,Atlanta
US - GA - East Ellijay,East Ellijay,34.668437957764,-84.488166809082,50764,Blue Ridge
US - GA - East Point,East Point,33.660659833547456,-84.42979782041836,784,Atlanta
US - GA - Eastman,Eastman,32.1774715,-83.16488000000001,277,Georgia
US - GA - Eatonton,Eatonton,33.416245,-83.274826,784,Atlanta
US - GA - Elberton,Elberton,34.1090507507325,-82.86418533325201,24778,Greenville
US - GA - Ellijay,Ellijay,34.66571323547375,-84.48834125488276,50764,Blue Ridge
US - GA - Fairburn,Fairburn,33.54244175749231,-84.57717816013458,784,Atlanta
US - GA - Fayetteville,Fayetteville,33.45242837482648,-84.47639919800241,784,Atlanta
US - GA - Fitzgerald,Fitzgerald,31.694118249878,-83.2462217248535,5018,Douglas
US - GA - Flowery Branch,Flowery Branch,34.176243,-83.91344,784,Atlanta
US - GA - Forest Park,Forest Park,33.6062948330015,-84.39446849088955,784,Atlanta
US - GA - Forsyth,Forsyth,33.039144500044365,-83.93116487937236,784,Atlanta
US - GA - Fort Oglethorpe,Fort Oglethorpe,34.95952,-85.2583,27404,Chattanooga
US - GA - Gainesville,Gainesville,34.29238765875873,-83.84041009066873,50764,Blue Ridge
US - GA - Garden City,Garden City,32.10789408432,-81.15589053146368,5166,Savannah
US - GA - Georgia,Georgia,31.937031984329373,-83.98613929748538,277,Georgia
US - GA - Greensboro,Greensboro,33.54517870469833,-83.19971198540578,784,Atlanta
US - GA - Griffin,Griffin,33.283597332682334,-84.29190475809735,784,Atlanta
US - GA - Grovetown,Grovetown,33.48001882720112,-82.15711295832375,294,South Carolina
US - GA - Hampton,Hampton,33.379387,-84.29916,784,Atlanta
US - GA - Hapeville,Hapeville,33.656177875491764,-84.40938262137408,784,Atlanta
US - GA - Hartwell,Hartwell,34.35551933333333,-82.90841666666667,24778,Greenville
US - GA - Hawkinsville,Hawkinsville,32.282284,-83.472664,277,Georgia
US - GA - Hazlehurst,Hazlehurst,31.884004592896,-82.598846435547,277,Georgia
US - GA - Helen,Helen,34.70251423444033,-83.72485952096255,50764,Blue Ridge
US - GA - Hiawassee,Hiawassee,34.93806282527667,-83.72629602880859,50764,Blue Ridge
US - GA - Hinesville,Hinesville,31.851864160186707,-81.58178778188062,5166,Savannah
US - GA - Hiram,Hiram,33.890984134447486,-84.75322839281488,784,Atlanta
US - GA - Hoschton,Hoschton,34.095825,-83.80951,784,Atlanta
US - GA - Jackson,Jackson,33.278234793701,-84.02791479126,784,Atlanta
US - GA - Jasper,Jasper,34.477097,-84.46843,50764,Blue Ridge
US - GA - Jefferson,Jefferson,34.152206140299334,-83.64280900227867,784,Atlanta
US - GA - Jekyll Island,Jekyll Island,31.051016205757843,-81.41316026273968,4373,Jacksonville
US - GA - Jesup,Jesup,31.597133815115857,-81.87161931117473,5166,Savannah
US - GA - Johns Creek,Johns Creek,34.062907111563185,-84.17033441608795,784,Atlanta
US - GA - Jonesboro,Jonesboro,33.55023716666667,-84.37074500000001,784,Atlanta
US - GA - Kennesaw,Kennesaw,34.0209167627396,-84.5715080529743,784,Atlanta
US - GA - Kingsland,Kingsland,30.790247240332565,-81.65478736376944,4373,Jacksonville
US - GA - La Fayette,La Fayette,34.74177,-85.271965,27404,Chattanooga
US - GA - LaFayette,LaFayette,34.741298675537,-85.272735595703,27404,Chattanooga
US - GA - LaGrange,LaGrange,33.026814596993574,-85.01228332519528,784,Atlanta
US - GA - Lagrange,Lagrange,33.0256295783081,-84.9894311756836,784,Atlanta
US - GA - Lake Park,Lake Park,30.680470647318582,-83.22525115254724,5018,Douglas
US - GA - Lavonia,Lavonia,34.4466105493652,-83.12889743115241,24778,Greenville
US - GA - Lawrenceville,Lawrenceville,33.9759983106019,-84.06103945118558,784,Atlanta
US - GA - Lithia Springs,Lithia Springs,33.77103464724289,-84.60366090605471,784,Atlanta
US - GA - Lithonia,Lithonia,33.701081190309374,-84.10730444558085,784,Atlanta
US - GA - Locust Grove,Locust Grove,33.35340361602725,-84.12387027646167,784,Atlanta
US - GA - Loganville,Loganville,33.842769946114714,-83.90838946149556,784,Atlanta
US - GA - Lyons,Lyons,32.203792572021,-82.324630737305,277,Georgia
US - GA - Mableton,Mableton,33.82414618050134,-84.48908997721334,784,Atlanta
US - GA - Macon,Macon,32.879772354436554,-83.69808433497634,277,Georgia
US - GA - Madison,Madison,33.55449102666481,-83.47404983279853,784,Atlanta
US - GA - Marieta,Marieta,33.940739,-84.506828,784,Atlanta
US - GA - Marietta,Marietta,33.91978344849587,-84.48662430691826,784,Atlanta
US - GA - McDonough,McDonough,33.44123666292311,-84.19579466023775,784,Atlanta
US - GA - Mcdonough,Mcdonough,33.443161111858586,-84.19828397567473,784,Atlanta
US - GA - Mcrae-Helena,Mcrae-Helena,32.064404,-82.88961,277,Georgia
US - GA - Metter,Metter,32.37748,-82.06258,277,Georgia
US - GA - Milledgeville,Milledgeville,33.1081178232666,-83.2535416770507,277,Georgia
US - GA - Morrow,Morrow,33.576750374300744,-84.34075510826584,784,Atlanta
US - GA - Moultrie,Moultrie,31.1975116737365,-83.76953829956051,5018,Douglas
US - GA - Newnan,Newnan,33.393658372070334,-84.7498106212623,784,Atlanta
US - GA - Norcross,Norcross,33.93331467807248,-84.21485496611136,784,Atlanta
US - GA - Oakwood,Oakwood,34.22586,-83.86818,784,Atlanta
US - GA - Orlando,Orlando,28.46243,-81.39939,663,Orlando
US - GA - Peachtree City,Peachtree City,33.40095372245449,-84.59114594405455,784,Atlanta
US - GA - Peachtree Corners,Peachtree Corners,33.95557035799273,-84.22883216513077,784,Atlanta
US - GA - Perry,Perry,32.4660688197614,-83.74537034214559,277,Georgia
US - GA - Pine Mountain,Pine Mountain,32.82948,-84.843124,784,Atlanta
